id,year,sex,age,marital_status,degree,occ_prestige,num_children,op_working_mother,op_preschool,op_family,op_men_over_work,op_childcare,work_status,hours_worked,ever_worked
1549,2021,Male,1940-1949,Married,Graduate,73,5,Disagree,Strongly Agree,Agree,Agree,Too Little,Retired,More than 89,YES
1550,2021,Female,1950-1959,Widowed,High School,38,2,Agree,Agree,Disagree,Agree,Too Little,Keeping house,More than 89,YES
1551,2021,NA,Don't Know,Divorced,Less than High School,49,1,NA,NA,NA,NA,About Right,Retired,More than 89,YES
1552,2021,Female,1990-1999,Never Married,High School,38,4,Disagree,Disagree,Agree,Disagree,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
1553,2021,Female,1950-1959,Never Married,Bachelors,54,1,Agree,Agree,Agree,Agree,About Right,Retired,More than 89,YES
1554,2021,Female,1950-1959,Married,Graduate,51,1,Agree,Disagree,Strongly Disagree,Agree,About Right,Working part time,10-19,Inapplicable
1555,2021,Female,1980-1989,Married,High School,31,2,NA,NA,NA,NA,Too Little,Working part time,10-19,Inapplicable
1557,2021,Female,1950-1959,Divorced,Bachelors,45,3,NA,NA,NA,NA,Too Little,Keeping house,More than 89,YES
1558,2021,Female,1990-1999,Widowed,High School,69,3,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Too Little,Other,More than 89,YES
1559,2021,Female,1990-1999,Never Married,Less than High School,51,3,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Too Little,Working full time,50-59,Inapplicable
1560,2021,Male,1940-1949,Married,Bachelors,45,2,Disagree,Agree,Agree,Agree,Too Much,Retired,More than 89,YES
1561,2021,Female,1980-1989,Married,High School,31,1,NA,NA,NA,NA,Too Little,Keeping house,More than 89,YES
1562,2021,Male,1980-1989,Never Married,High School,36,3,NA,NA,NA,NA,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
1563,2021,Male,1940-1949,Married,High School,62,2,NA,NA,NA,NA,Too Little,Retired,More than 89,YES
1564,2021,Female,1980-1989,Married,Bachelors,61,2,Agree,Disagree,Disagree,Agree,Too Little,Working full time,50-59,Inapplicable
1565,2021,Male,1950-1959,Married,High School,40,1,Strongly Agree,Disagree,Disagree,Disagree,Too Little,Retired,More than 89,YES
1566,2021,Male,1950-1959,Married,High School,40,3,Agree,Disagree,Agree,Neither Agree Nor Disagree,Too Little,Retired,More than 89,YES
1567,2021,Female,1970-1979,Married,High School,25,2,NA,NA,NA,NA,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
1568,2021,Female,1980-1989,Divorced,High School,31,3,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Too Little,Working full time,40-49,Inapplicable
1569,2021,Female,1940-1949,Married,High School,51,1,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Too Little,Retired,More than 89,YES
1570,2021,Female,1950-1959,Married,Less than High School,35,4,NA,NA,NA,NA,Too Little,Retired,More than 89,YES
1571,2021,Female,1980-1989,Married,High School,31,5,Disagree,Agree,Strongly Agree,Neither Agree Nor Disagree,About Right,Keeping house,More than 89,YES
1572,2021,Female,1940-1949,Widowed,Bachelors,46,0,Strongly Agree,Disagree,Strongly Disagree,Agree,Too Much,Retired,More than 89,YES
1573,2021,Female,1980-1989,Married,High School,31,3,Disagree,Agree,Disagree,Neither Agree Nor Disagree,Too Little,Working full time,50-59,Inapplicable
1574,2021,Male,1970-1979,Divorced,High School,35,2,Agree,Disagree,Disagree,Neither Agree Nor Disagree,About Right,Working full time,50-59,Inapplicable
1575,2021,Male,1960-1969,Widowed,Bachelors,56,2,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
1576,2021,Female,1960-1969,Married,Associate/Junior College,39,2,Disagree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
1577,2021,Female,1960-1969,Married,Less than High School,28,0,Agree,Disagree,Disagree,Disagree,About Right,Keeping house,More than 89,YES
1578,2021,NA,Don't Know,Married,Less than High School,39,NA,Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Much,Keeping house,More than 89,YES
1579,2021,Female,1980-1989,Married,High School,31,3,NA,NA,NA,NA,About Right,In school,More than 89,YES
1580,2021,Male,1970-1979,Divorced,High School,39,7,Strongly Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Much,Working full time,50-59,Inapplicable
1581,2021,Female,1930-1939,Married,Bachelors,51,3,Agree,Disagree,Agree,Agree,Too Little,Retired,More than 89,YES
1582,2021,Male,1980-1989,Never Married,Bachelors,60,1,Strongly Agree,Disagree,Disagree,Neither Agree Nor Disagree,About Right,Working full time,40-49,Inapplicable
1583,2021,NA,Don't Know,Separated,Less than High School,28,1,Strongly Disagree,Strongly Disagree,Strongly Agree,Neither Agree Nor Disagree,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
1584,2021,Male,1950-1959,Widowed,Bachelors,43,2,NA,NA,NA,NA,About Right,Working full time,20-29,Inapplicable
1585,2021,Female,1970-1979,Divorced,Graduate,59,2,Strongly Agree,Strongly Disagree,Disagree,Disagree,About Right,Working full time,40-49,Inapplicable
1586,2021,Female,1960-1969,Married,Graduate,61,4,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Too Little,Other,More than 89,YES
1587,2021,Female,1940-1949,Married,Associate/Junior College,28,2,NA,NA,NA,NA,About Right,Keeping house,More than 89,YES
1588,2021,Female,1950-1959,Married,Bachelors,54,2,NA,NA,NA,NA,Too Little,Retired,More than 89,YES
1589,2021,Female,1950-1959,Widowed,High School,39,3,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
1590,2021,Male,Don't Know,Married,High School,31,2,NA,NA,NA,NA,About Right,Other,More than 89,YES
1591,2021,Male,1970-1979,Married,High School,44,2,NA,NA,NA,NA,About Right,"Unemployed, laid off, looking for work",More than 89,Inapplicable
1592,2021,Male,Don't Know,Married,Bachelors,27,2,Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Working full time,60-69,Inapplicable
1593,2021,Female,1970-1979,Married,High School,48,1,Strongly Agree,Disagree,Disagree,Disagree,Too Little,Working full time,40-49,Inapplicable
1594,2021,Male,1940-1949,Married,Bachelors,63,3,Agree,Disagree,Disagree,Agree,Too Little,Retired,More than 89,YES
1595,2021,Male,1980-1989,Married,Bachelors,65,3,Disagree,Disagree,Agree,Agree,About Right,Working full time,0-9,Inapplicable
1596,2021,Female,1960-1969,Married,Bachelors,64,3,Strongly Agree,Agree,Strongly Agree,Agree,About Right,Working part time,20-29,Inapplicable
1597,2021,Male,2000-2009,Never Married,Less than High School,24,0,Agree,Agree,Agree,Agree,About Right,Working full time,40-49,Inapplicable
1598,2021,NA,Don't Know,Widowed,High School,39,5,Agree,Disagree,Agree,Disagree,About Right,Retired,More than 89,YES
1599,2021,NA,Don't Know,Widowed,Less than High School,48,0,NA,NA,NA,NA,Too Much,Retired,More than 89,YES
1600,2021,Male,1980-1989,Married,High School,52,1,Disagree,Agree,Disagree,Agree,About Right,Working full time,40-49,Inapplicable
1601,2021,Female,1970-1979,Divorced,Associate/Junior College,24,2,Strongly Agree,Strongly Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Keeping house,More than 89,YES
1602,2021,Female,1940-1949,Widowed,High School,75,2,NA,NA,NA,NA,About Right,Retired,More than 89,YES
1603,2021,Female,1960-1969,Never Married,Bachelors,38,0,NA,NA,NA,NA,Too Little,Working full time,50-59,Inapplicable
1604,2021,Male,1970-1979,Married,Bachelors,46,4,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
1606,2021,Female,1970-1979,Widowed,Associate/Junior College,24,4,Strongly Agree,Disagree,Disagree,Strongly Agree,About Right,Working part time,20-29,Inapplicable
1607,2021,Male,1940-1949,Married,Graduate,74,2,Strongly Agree,Disagree,Strongly Disagree,Agree,About Right,Retired,More than 89,YES
1608,2021,Female,1990-1999,Married,High School,28,1,Agree,Disagree,Strongly Agree,Disagree,Too Little,Keeping house,More than 89,YES
1610,2021,Male,1970-1979,Married,High School,44,2,NA,NA,NA,NA,About Right,Working full time,40-49,Inapplicable
1612,2021,Female,1970-1979,Divorced,Less than High School,33,3,Agree,Disagree,Disagree,Disagree,About Right,Other,More than 89,YES
1613,2021,Female,1970-1979,Widowed,High School,26,1,NA,NA,NA,NA,About Right,"Unemployed, laid off, looking for work",More than 89,Inapplicable
1614,2021,Male,1940-1949,Married,Less than High School,61,2,Agree,Disagree,Disagree,Agree,Too Little,Working full time,40-49,Inapplicable
1616,2021,Female,1980-1989,Married,High School,38,4,Strongly Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
1617,2021,Female,1980-1989,Married,High School,52,1,NA,NA,NA,NA,Too Much,Working full time,40-49,Inapplicable
1618,2021,Female,1980-1989,Never Married,Graduate,51,0,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
1619,2021,Female,1980-1989,Married,High School,17,3,Agree,Disagree,Disagree,Disagree,Too Little,Working full time,40-49,Inapplicable
1620,2021,Male,Don't Know,Married,Associate/Junior College,43,1,Agree,Agree,Disagree,Neither Agree Nor Disagree,About Right,Working part time,20-29,Inapplicable
1621,2021,Female,1980-1989,Never Married,High School,52,1,Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,About Right,Working full time,40-49,Inapplicable
1622,2021,Male,1990-1999,Never Married,Bachelors,74,0,NA,NA,NA,NA,Too Little,In school,More than 89,YES
1623,2021,Female,1950-1959,Married,High School,31,3,Agree,Disagree,Disagree,Agree,Too Little,Keeping house,More than 89,YES
1624,2021,Female,1960-1969,Divorced,Less than High School,25,2,Agree,Agree,Agree,Agree,About Right,Working part time,20-29,Inapplicable
1625,2021,Male,1960-1969,Married,Bachelors,42,2,Agree,Disagree,Disagree,Disagree,Too Little,"With a job, but not at work because of temporary illness, vacation, strike",More than 89,Inapplicable
1626,2021,Male,1980-1989,Never Married,Bachelors,46,0,NA,NA,NA,NA,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
1627,2021,Female,1960-1969,Married,Graduate,64,0,Agree,Disagree,Disagree,Agree,Too Little,Retired,More than 89,YES
1628,2021,Female,1950-1959,Divorced,Associate/Junior College,64,2,NA,NA,NA,NA,About Right,Retired,More than 89,YES
1629,2021,NA,Don't Know,Never Married,Less than High School,35,0,Disagree,Disagree,Disagree,Agree,Too Little,Working full time,40-49,Inapplicable
1630,2021,Female,1970-1979,Married,High School,47,3,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
1631,2021,Female,1990-1999,Never Married,High School,31,0,NA,NA,NA,NA,Too Little,Working part time,20-29,Inapplicable
1632,2021,Male,1950-1959,Married,High School,39,2,NA,NA,NA,NA,Too Little,Retired,More than 89,YES
1633,2021,Female,1980-1989,Never Married,Bachelors,33,0,NA,NA,NA,NA,About Right,Working full time,40-49,Inapplicable
1634,2021,Female,1950-1959,Divorced,Bachelors,47,1,Strongly Agree,Disagree,Strongly Disagree,Disagree,Too Little,Working full time,40-49,Inapplicable
1635,2021,Female,1980-1989,Divorced,High School,38,3,Disagree,Agree,Disagree,Neither Agree Nor Disagree,About Right,Working part time,10-19,Inapplicable
1636,2021,Female,1980-1989,Married,Less than High School,24,2,Agree,Agree,Strongly Agree,Agree,Too Little,Working part time,20-29,Inapplicable
1638,2021,Female,1940-1949,Widowed,Associate/Junior College,64,2,NA,NA,NA,NA,Too Little,Retired,More than 89,YES
1639,2021,Female,1980-1989,Never Married,High School,48,4,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Too Little,Working full time,40-49,Inapplicable
1640,2021,Female,1950-1959,Divorced,High School,61,0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Too Little,Retired,More than 89,YES
1641,2021,Male,1960-1969,Never Married,Graduate,64,0,Disagree,Agree,Strongly Disagree,Agree,About Right,Working full time,40-49,Inapplicable
1643,2021,Male,Don't Know,Divorced,Graduate,74,0,Strongly Agree,Disagree,Strongly Disagree,Agree,Too Little,Retired,More than 89,YES
1644,2021,Male,2000-2009,Never Married,Less than High School,33,0,Disagree,Disagree,Agree,Agree,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
1646,2021,Male,1940-1949,Never Married,High School,35,3,Agree,Agree,Disagree,Disagree,Too Little,Retired,More than 89,YES
1647,2021,Female,1950-1959,Married,High School,28,2,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Retired,More than 89,YES
1648,2021,Male,1980-1989,Married,Bachelors,63,0,Agree,Disagree,Disagree,Neither Agree Nor Disagree,About Right,Working full time,40-49,Inapplicable
1649,2021,Female,1960-1969,Divorced,Associate/Junior College,37,1,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
1650,2021,Female,1950-1959,Never Married,Bachelors,60,1,Agree,Disagree,Strongly Disagree,Disagree,Too Little,Retired,More than 89,YES
1651,2021,Female,1960-1969,Married,High School,50,4,Agree,Disagree,Disagree,Agree,About Right,"Unemployed, laid off, looking for work",More than 89,Inapplicable
1652,2021,Female,1970-1979,Separated,High School,53,4,Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
1653,2021,Female,1980-1989,Divorced,Graduate,62,2,Strongly Agree,Disagree,Strongly Disagree,Agree,Too Little,Working part time,20-29,Inapplicable
1654,2021,NA,1990-1999,Never Married,Graduate,NA,0,Agree,Disagree,Disagree,Neither Agree Nor Disagree,About Right,Working part time,40-49,Inapplicable
1655,2021,Female,1950-1959,Widowed,High School,24,6,Agree,Disagree,Agree,Agree,Too Little,Other,More than 89,YES
1656,2021,Female,1960-1969,Married,High School,31,2,Agree,Disagree,Disagree,Disagree,About Right,Working full time,40-49,Inapplicable
1657,2021,Female,1970-1979,Never Married,High School,38,1,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,About Right,Working full time,40-49,Inapplicable
1658,2021,Male,1980-1989,Married,Bachelors,53,1,NA,NA,NA,NA,About Right,Working full time,40-49,Inapplicable
1659,2021,NA,1980-1989,Married,NA,28,4,NA,NA,NA,NA,About Right,Working part time,20-29,Inapplicable
1660,2021,Male,1980-1989,Married,High School,38,3,Agree,Disagree,Disagree,Agree,About Right,Working full time,40-49,Inapplicable
1661,2021,Female,1960-1969,Divorced,High School,40,3,Agree,Disagree,Strongly Disagree,Agree,Too Little,Working full time,40-49,Inapplicable
1662,2021,Male,1950-1959,Married,Bachelors,54,2,NA,NA,NA,NA,Too Much,Working full time,40-49,Inapplicable
1663,2021,Male,1960-1969,Married,Bachelors,59,2,NA,NA,NA,NA,About Right,Keeping house,More than 89,YES
1664,2021,Female,1970-1979,Never Married,Bachelors,53,1,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Too Much,Working full time,40-49,Inapplicable
1665,2021,NA,Don't Know,Married,High School,39,5,NA,NA,NA,NA,About Right,"Unemployed, laid off, looking for work",More than 89,Inapplicable
1667,2021,Female,1980-1989,Married,Bachelors,17,1,Strongly Agree,Disagree,Disagree,Disagree,Too Little,Keeping house,More than 89,YES
1668,2021,Female,Don't Know,Divorced,Associate/Junior College,49,0,NA,NA,NA,NA,Too Little,Working part time,10-19,Inapplicable
1669,2021,Male,1940-1949,Widowed,Graduate,65,2,Strongly Agree,Agree,Disagree,Agree,Too Little,Retired,More than 89,YES
1671,2021,Male,1950-1959,Married,High School,45,2,NA,NA,NA,NA,About Right,Retired,More than 89,YES
1672,2021,Male,1970-1979,Married,Associate/Junior College,24,2,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,About Right,Working full time,40-49,Inapplicable
1673,2021,Male,1930-1939,Widowed,High School,48,3,Disagree,Disagree,Strongly Agree,Agree,About Right,Retired,More than 89,YES
1674,2021,Male,1960-1969,Divorced,Bachelors,63,2,NA,NA,NA,NA,Too Little,Working full time,70-79,Inapplicable
1675,2021,Female,1980-1989,Never Married,High School,25,0,NA,NA,NA,NA,About Right,Keeping house,More than 89,YES
1676,2021,Female,1960-1969,Married,Less than High School,NA,8 or More,NA,NA,NA,NA,About Right,Other,More than 89,NO
1677,2021,Male,1990-1999,Never Married,Less than High School,35,1,Agree,Agree,Agree,Strongly Disagree,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
1678,2021,Female,1980-1989,Separated,High School,28,4,NA,NA,NA,NA,About Right,"Unemployed, laid off, looking for work",More than 89,Inapplicable
1681,2021,Male,1940-1949,Married,Graduate,58,3,Agree,Agree,Disagree,Agree,Too Much,Working part time,30-39,Inapplicable
1682,2021,Female,1960-1969,Separated,Less than High School,28,7,NA,NA,NA,NA,About Right,"Unemployed, laid off, looking for work",More than 89,Inapplicable
1683,2021,Female,1990-1999,Never Married,Bachelors,61,0,Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,In school,More than 89,YES
1684,2021,Male,1950-1959,Married,Bachelors,45,2,Strongly Agree,Disagree,Strongly Disagree,Agree,Too Little,Retired,More than 89,YES
1685,2021,Female,1970-1979,Never Married,Bachelors,64,3,Agree,Disagree,Agree,Neither Agree Nor Disagree,About Right,Working full time,20-29,Inapplicable
1686,2021,Male,1950-1959,Married,Bachelors,48,2,Agree,Disagree,Disagree,Agree,Too Little,Working full time,40-49,Inapplicable
1687,2021,Male,1960-1969,Divorced,Graduate,52,2,Strongly Agree,Disagree,Strongly Disagree,Disagree,Too Little,Working full time,50-59,Inapplicable
1688,2021,Male,Don't Know,Married,High School,39,2,Strongly Agree,Agree,Strongly Disagree,Agree,About Right,Working full time,50-59,Inapplicable
1689,2021,Female,1960-1969,Married,High School,33,2,NA,NA,NA,NA,About Right,Working part time,10-19,Inapplicable
1691,2021,Female,1990-1999,Married,Graduate,64,2,Strongly Agree,Strongly Disagree,Disagree,Disagree,Too Little,Working full time,40-49,Inapplicable
1692,2021,Male,1980-1989,Married,Bachelors,34,2,Strongly Agree,Strongly Disagree,Disagree,Disagree,Too Little,Working full time,50-59,Inapplicable
1694,2021,Female,1960-1969,Separated,High School,31,2,Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
1695,2021,Female,1960-1969,Divorced,High School,17,0,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
1696,2021,Male,1990-1999,Never Married,High School,35,0,Agree,Strongly Disagree,Strongly Disagree,Agree,Too Little,Working full time,10-19,Inapplicable
